Summary Group,SSAM_Measure,Min,Max,Mean,Variance,

Summary Group,SSAM_Measure,Min,Max,Mean,Variance,
Unfiltered-C:\Users\AJOU\Desktop\제어프로젝트 2조\vissim fuck\리트라이\신호만(log o)\제어프로젝트_2조_신호만(logo)_006.trj,DeltaS,0,20.7311,2.73452,6.18657
Unfiltered-C:\Users\AJOU\Desktop\제어프로젝트 2조\vissim fuck\리트라이\신호만(log o)\제어프로젝트_2조_신호만(logo)_006.trj,DR,-8.33742,3.20729,-1.7615,5.03362
Unfiltered-C:\Users\AJOU\Desktop\제어프로젝트 2조\vissim fuck\리트라이\신호만(log o)\제어프로젝트_2조_신호만(logo)_006.trj,MaxD,-8.40876,3.20729,-3.90871,8.75764
Unfiltered-C:\Users\AJOU\Desktop\제어프로젝트 2조\vissim fuck\리트라이\신호만(log o)\제어프로젝트_2조_신호만(logo)_006.trj,MaxDeltaV,0,12.3906,1.49328,1.93586
Unfiltered-C:\Users\AJOU\Desktop\제어프로젝트 2조\vissim fuck\리트라이\신호만(log o)\제어프로젝트_2조_신호만(logo)_006.trj,P(UEA),1,1,1,0
Unfiltered-C:\Users\AJOU\Desktop\제어프로젝트 2조\vissim fuck\리트라이\신호만(log o)\제어프로젝트_2조_신호만(logo)_006.trj,mTTC,99,99,99,0
Unfiltered-C:\Users\AJOU\Desktop\제어프로젝트 2조\vissim fuck\리트라이\신호만(log o)\제어프로젝트_2조_신호만(logo)_006.trj,mPET,99,99,99,0


Summary Group , Total, unclassified,crossing,rear end,lane change,
Unfiltered-All Files,58439,0,1961,48300,8178,
Unfiltered-C:\Users\AJOU\Desktop\제어프로젝트 2조\vissim fuck\리트라이\신호만(log o)\제어프로젝트_2조_신호만(logo)_004.trj,20785,0,669,17205,2911,
Unfiltered-C:\Users\AJOU\Desktop\제어프로젝트 2조\vissim fuck\리트라이\신호만(log o)\제어프로젝트_2조_신호만(logo)_005.trj,19129,0,767,15766,2596,
Unfiltered-C:\Users\AJOU\Desktop\제어프로젝트 2조\vissim fuck\리트라이\신호만(log o)\제어프로젝트_2조_신호만(logo)_006.trj,18525,0,525,15329,2671,
